AC No,Year,Rank,Candidate,Party,Alliance,Votes,Valid Votes,Electors,Voteshare,Margin
1,2020,1,Dhirendra Pratap Singh alias Rinku singh,JD(U),NDA,74906,195489,331874,38.3172,21585
1,2020,2,Rajesh Singh,INC,MGB,53321,195489,331874,27.2757,-21585
1,2020,3,Sumant Kumar,JAPL,Other,18409,195489,331874,9.4169,-56497
1,2020,4,Baidyanath Prasad,BSP,GDSF,14498,195489,331874,7.4163,-60408
1,2020,5,NOTA,NOTA,Other,8090,195489,331874,4.1383,-66816
1,2020,6,Mahendra Kumar Bharti,LJP,Other,6612,195489,331874,3.3823,-68294
1,2020,7,Deepak Kumar Malakar,BPL,Other,4279,195489,331874,2.1889,-70627
1,2020,8,Gaurav Jha,TPLRSP,Other,2863,195489,331874,1.4645,-72043
1,2020,9,Saket Kumar Pathak,JNSNGHDL,Other,2735,195489,331874,1.3991,-72171
1,2020,10,Mahmad Jalil,IND,Other,2657,195489,331874,1.3592,-72249
1,2020,11,Rajesh Kumar,IND,Other,2608,195489,331874,1.3341,-72298
1,2020,12,Tirthraj Yadav,IND,Other,2515,195489,331874,1.2865,-72391
1,2020,13,Kumari Rajwanti Kushwaha,IND,Other,1996,195489,331874,1.0210,-72910
2,2020,1,Bhagirathi Devi,BJP,NDA,75423,190613,295933,39.5687,15796
2,2020,2,Rajesh Ram,INC,MGB,59627,190613,295933,31.2817,-15796
2,2020,3,Subodh Kumar,BYPP,Other,26063,190613,295933,13.6733,-49360
2,2020,4,NOTA,NOTA,Other,4456,190613,295933,2.3377,-70967
2,2020,5,Lorik Das,FJKSP,Other,4331,190613,295933,2.2721,-71092
2,2020,6,Lokesh Ram,RLSP,GDSF,4051,190613,295933,2.1252,-71372
2,2020,7,Ramayan Paswan,IND,Other,3793,190613,295933,1.9899,-71630
2,2020,8,Vinay Ram,JDR,Other,3215,190613,295933,1.6867,-72208
2,2020,9,Awadh Kishor Ram,IND,Other,3111,190613,295933,1.6321,-72312
2,2020,10,Ayush Kumar,IND,Other,2671,190613,295933,1.4013,-72752
2,2020,11,Ramnaresh Baitha,IND,Other,2460,190613,295933,1.2906,-72963
2,2020,12,Champa Devi,TPLRSP,Other,1412,190613,295933,0.7408,-74011
3,2020,1,RASHMI VARMA,BJP,NDA,75484,164615,265561,45.8549,21134
3,2020,2,VINAY VARMA,INC,MGB,54350,164615,265561,33.0164,-21134
3,2020,3,RENU DEVI,IND,Other,7674,164615,265561,4.6618,-67810
3,2020,4,NAUSHAD AHMAD,LJP,Other,5408,164615,265561,3.2852,-70076
3,2020,5,MANJEET KUMAR VERMA,RLSP,GDSF,2913,164615,265561,1.7696,-72571
3,2020,6,NATHU RAVI,IND,Other,2051,164615,265561,1.2459,-73433
3,2020,7,BABLU KUMAR GUPTA,IND,Other,1805,164615,265561,1.0965,-73679
3,2020,8,NOTA,NOTA,Other,1647,164615,265561,1.0005,-73837
3,2020,9,ANIL KUMAR MISHRA,IND,Other,1429,164615,265561,0.8681,-74055
3,2020,10,MOHAMMAD RASHID AZIM,NCP,Other,1294,164615,265561,0.7861,-74190
3,2020,11,AFSAR IMAM,JAPL,Other,1255,164615,265561,0.7624,-74229
3,2020,12,RAMCHANDRA MAHTO,JMBP,Other,1148,164615,265561,0.6974,-74336
3,2020,13,GULREZ HODA,JNSNGHDL,Other,1113,164615,265561,0.6761,-74371
3,2020,14,MITHLESH TIWARY,IND,Other,1088,164615,265561,0.6609,-74396
3,2020,15,NAZNIM KHANAM,IND,Other,998,164615,265561,0.6063,-74486
3,2020,16,VIJAY RAM,JDR,Other,979,164615,265561,0.5947,-74505
3,2020,17,ANUP KUMAR MISHRA,TPLRSP,Other,959,164615,265561,0.5826,-74525
3,2020,18,MUNNA SINGH,FJKSP,Other,948,164615,265561,0.5759,-74536
3,2020,19,RUPN SINGH,IND,Other,705,164615,265561,0.4283,-74779
3,2020,20,MUKESH KUMAR,BJNJGD,Other,693,164615,265561,0.4210,-74791
3,2020,21,AVINASH KUMAR,BHRTSBLP,Other,674,164615,265561,0.4094,-74810
4,2020,1,RAM SINGH,BJP,NDA,90013,181799,305226,49.5124,30020
4,2020,2,JAYESH MANGLAM SINGH,INC,MGB,59993,181799,305226,32.9996,-30020
4,2020,3,RAGHAW SHARAN PANDEY,IND,Other,6429,181799,305226,3.5363,-83584
4,2020,4,PURNMASI RAM,JNSNGHDL,Other,3649,181799,305226,2.0072,-86364
4,2020,5,NOTA,NOTA,Other,3456,181799,305226,1.9010,-86557
4,2020,6,KAMRAN AZIZ,IND,Other,3077,181799,305226,1.6925,-86936
4,2020,7,SURESH MUKHIYA,JPS,Other,2600,181799,305226,1.4302,-87413
4,2020,8,ATUL KUMAR SHUKLA,LKSHPLK,Other,2364,181799,305226,1.3003,-87649
4,2020,9,UMESH GUPTA,RJBP,Other,1622,181799,305226,0.8922,-88391
4,2020,10,MANOJ KUMAR,BJNJGD,Other,1446,181799,305226,0.7954,-88567
4,2020,11,RADHESHYAM YADAV,FJKSP,Other,1444,181799,305226,0.7943,-88569
4,2020,12,SHESH NATH CHAUDHARY,BRRTD,Other,1406,181799,305226,0.7734,-88607
4,2020,13,MANOJ KUMAR RAO,IND,Other,1244,181799,305226,0.6843,-88769
4,2020,14,DURGESH SINGH CHAUHAN,BLND,Other,1162,181799,305226,0.6392,-88851
4,2020,15,SITA SHAH,TPLRSP,Other,1032,181799,305226,0.5677,-88981
4,2020,16,DALSINGAR RAM,BAHUMP,Other,862,181799,305226,0.4742,-89151
5,2020,1,Vinay Bihari,BJP,NDA,77927,157495,256277,49.4790,29004
5,2020,2,Shambhu Tiwari,RJD,MGB,48923,157495,256277,31.0632,-29004
5,2020,3,Ran Kaushal Pratap Singh,BSP,GDSF,17515,157495,256277,11.1210,-60412
5,2020,4,NOTA,NOTA,Other,3368,157495,256277,2.1385,-74559
5,2020,5,Neelam Singh,IND,Other,1906,157495,256277,1.2102,-76021
5,2020,6,Doctor Mahto,IND,Other,1541,157495,256277,0.9784,-76386
5,2020,7,Ajitesh Kumar,TPLRSP,Other,1462,157495,256277,0.9283,-76465
5,2020,8,Kamlesh Singh,IND,Other,1394,157495,256277,0.8851,-76533
5,2020,9,Sima Devi,JAPL,Other,1206,157495,256277,0.7657,-76721
5,2020,10,Abdul Quyum,JNSNGHDL,Other,1165,157495,256277,0.7397,-76762
5,2020,11,Ranjit Kumar,JDR,Other,1088,157495,256277,0.6908,-76839
6,2020,1,NARAYAN PRASAD,BJP,NDA,78657,167451,277724,46.9731,25896
6,2020,2,SHEIKH MOHAMMAD KAMRAN,INC,MGB,52761,167451,277724,31.5083,-25896
6,2020,3,MANORAMA PRASAD,IND,Other,15421,167451,277724,9.2093,-63236
6,2020,4,NANDKISHOR PRASAD,RLSP,GDSF,4587,167451,277724,2.7393,-74070
6,2020,5,VIKASH KUMAR PRASAD,IND,Other,3967,167451,277724,2.3691,-74690
6,2020,6,SHUBHAM KUMAR DUBEY,IND,Other,1824,167451,277724,1.0893,-76833
6,2020,7,NOTA,NOTA,Other,1813,167451,277724,1.0827,-76844
6,2020,8,LALAN RAI,IND,Other,1291,167451,277724,0.7710,-77366
6,2020,9,JAY PRAKASH SINGH KUSHWAHA,TPLRSP,Other,1169,167451,277724,0.6981,-77488
6,2020,10,YADAVENDRA KUMAR,JAPL,Other,1103,167451,277724,0.6587,-77554
6,2020,11,PRIYA RANJAN,IND,Other,1089,167451,277724,0.6503,-77568
6,2020,12,MD. SHAHNAWAZ,JNSNGHDL,Other,952,167451,277724,0.5685,-77705
6,2020,13,ADARSH KUMAR,IND,Other,860,167451,277724,0.5136,-77797
6,2020,14,RATAN KUMAR SARKAR,IND,Other,827,167451,277724,0.4939,-77830
6,2020,15,PUNYADEO PRASAD,JRJP,Other,592,167451,277724,0.3535,-78065
6,2020,16,SURENDRA CHOUDHARY,JDR,Other,538,167451,277724,0.3213,-78119
7,2020,1,Umakant Singh,BJP,NDA,83828,175774,275439,47.6908,13469
7,2020,2,Abhishek Ranjan,INC,MGB,70359,175774,275439,40.0281,-13469
7,2020,3,Tripurari Kr. Tiwari @ Manish kasyap,IND,Other,9239,175774,275439,5.2562,-74589
7,2020,4,Santosh Kumar Gupta,RLSP,GDSF,3526,175774,275439,2.0060,-80302
7,2020,5,NOTA,NOTA,Other,2910,175774,275439,1.6555,-80918
7,2020,6,Sheshnath Bharti,IND,Other,1375,175774,275439,0.7823,-82453
7,2020,7,Ramayan Yadav,IND,Other,938,175774,275439,0.5336,-82890
7,2020,8,Munna Singh,IND,Other,875,175774,275439,0.4978,-82953
7,2020,9,Ravisagar Bharati,ASPKR,Other,730,175774,275439,0.4153,-83098
7,2020,10,Shekh Firoz,VCSMP,Other,690,175774,275439,0.3925,-83138
7,2020,11,Om Prakash Jaiswal,IND,Other,346,175774,275439,0.1968,-83482
7,2020,12,Bipin Nath Tiwari Alias Bipin Tiwari,LAJSP,Other,339,175774,275439,0.1929,-83489
7,2020,13,Sanjay Ram,PSS,Other,322,175774,275439,0.1832,-83506
7,2020,14,Rajeev Ranjan,TPLRSP,Other,297,175774,275439,0.1690,-83531
8,2020,1,Renu Devi,BJP,NDA,84496,159932,284268,52.8325,18079
8,2020,2,Madan Mohan Tiwari,INC,MGB,66417,159932,284268,41.5283,-18079
8,2020,3,NOTA,NOTA,Other,2017,159932,284268,1.2612,-82479
8,2020,4,Avkash Kumar Gupta,TPLRSP,Other,1559,159932,284268,0.9748,-82937
8,2020,5,Parwez Alam,NCP,Other,1192,159932,284268,0.7453,-83304
8,2020,6,Sitaram Sahani,RMGP,Other,1012,159932,284268,0.6328,-83484
8,2020,7,Sameer Hasen,IND,Other,981,159932,284268,0.6134,-83515
8,2020,8,Savita Singh Nepali,JAPL,Other,677,159932,284268,0.4233,-83819
8,2020,9,Nand Lal Prasad,APKSP,Other,610,159932,284268,0.3814,-83886
8,2020,10,Yuvraj Navin Singh,BYPP,Other,546,159932,284268,0.3414,-83950
8,2020,11,Barkat Ahmad,JNSNGHDL,Other,425,159932,284268,0.2657,-84071
9,2020,1,BIRENDRA PRASAD GUPTA,CPI(ML)(L),MGB,49075,170077,274502,28.8546,2302
9,2020,2,DILIP VARMA,IND,Other,46773,170077,274502,27.5011,-2302
9,2020,3,KHURSHID FIROZ AHMAD,JD(U),NDA,35798,170077,274502,21.0481,-13277
9,2020,4,RIJABANULLAH ALIAS RIZWAN RIYAZI,AIMIM,GDSF,8519,170077,274502,5.0089,-40556
9,2020,5,VINAY KUMAR YADAV,IND,Other,4160,170077,274502,2.4460,-44915
9,2020,6,AKHILESHWAR PRASAD ALIAS JHUNU,BYPP,Other,3312,170077,274502,1.9474,-45763
9,2020,7,WASI AHMAD,IND,Other,2686,170077,274502,1.5793,-46389
9,2020,8,HARDEV RAM,IND,Other,2588,170077,274502,1.5217,-46487
9,2020,9,GHAUSUL AZAM,IND,Other,2461,170077,274502,1.4470,-46614
9,2020,10,RAJESH PASWAN,PPID,Other,2362,170077,274502,1.3888,-46713
9,2020,11,TAMNNA KHATUN,TPLRSP,Other,2237,170077,274502,1.3153,-46838
9,2020,12,MAINUDDIN ALAM,NCP,Other,2023,170077,274502,1.1895,-47052
9,2020,13,NOTA,NOTA,Other,2022,170077,274502,1.1889,-47053
9,2020,14,RAMJEE PRASAD,IND,Other,1746,170077,274502,1.0266,-47329
9,2020,15,MALKHAN SINGH,JAC,Other,1613,170077,274502,0.9484,-47462
9,2020,16,SANDEEP PATEL,JANADIP,Other,1393,170077,274502,0.8190,-47682
9,2020,17,AASMA KHATOON,JNSNGHDL,Other,1309,170077,274502,0.7697,-47766
10,2020,1,Pramod Kumar Sinha,BJP,NDA,80979,177583,278018,45.6006,36923
10,2020,2,Rambabu Prashad Yadav,INC,MGB,44056,177583,278018,24.8087,-36923
10,2020,3,Suresh Kumar,IND,Other,28593,177583,278018,16.1012,-52386
10,2020,4,Dr. Ajay Kumar Singh,BSP,GDSF,12267,177583,278018,6.9078,-68712
10,2020,5,NOTA,NOTA,Other,2784,177583,278018,1.5677,-78195
10,2020,6,Mustaque Ali,IND,Other,2236,177583,278018,1.2591,-78743
10,2020,7,Arbind Prasad Sah,IND,Other,2197,177583,278018,1.2372,-78782
10,2020,8,Madan Prasad,IND,Other,960,177583,278018,0.5406,-80019
10,2020,9,Umang Kumar Gupta,JMBP,Other,942,177583,278018,0.5305,-80037
10,2020,10,Kundan Kumar,TPLRSP,Other,694,177583,278018,0.3908,-80285
10,2020,11,Haider Ali,JDR,Other,565,177583,278018,0.3182,-80414
10,2020,12,Devendra Kumar Singh,RSWD,Other,479,177583,278018,0.2697,-80500
10,2020,13,Bhulan Kumar,IND,Other,447,177583,278018,0.2517,-80532
10,2020,14,Bablu Kumar,JAC,Other,384,177583,278018,0.2162,-80595
11,2020,1,Er. Shashi Bhushan Singh,RJD,MGB,65267,170583,287461,38.2611,3447
11,2020,2,Ramchandra Sahni,VSIP,NDA,61820,170583,287461,36.2404,-3447
11,2020,3,Vijay Prasad Gupta,LJP,Other,14188,170583,287461,8.3174,-51079
11,2020,4,Sant Singh Kushwaha,RLSP,GDSF,6710,170583,287461,3.9336,-58557
11,2020,5,Sadre Alam,AIMF,Other,3431,170583,287461,2.0113,-61836
11,2020,6,Vinod Kumar Mahto,JGHTP,Other,2499,170583,287461,1.4650,-62768
11,2020,7,Akhilesh Kumar Mishra,IND,Other,2393,170583,287461,1.4028,-62874
11,2020,8,NOTA,NOTA,Other,2193,170583,287461,1.2856,-63074
11,2020,9,Shekh Alauddin,JNSNGHDL,Other,1973,170583,287461,1.1566,-63294
11,2020,10,Shekh Manjar Hussain,IND,Other,1970,170583,287461,1.1549,-63297
11,2020,11,Amrit Raj,IND,Other,1854,170583,287461,1.0869,-63413
11,2020,12,Vishnu Prasad Gupta,IND,Other,1558,170583,287461,0.9133,-63709
11,2020,13,Zulfiquar Aftab,JDR,Other,1550,170583,287461,0.9086,-63717
11,2020,14,Asha Devi,HSP,Other,1181,170583,287461,0.6923,-64086
11,2020,15,Anita Devi,IND,Other,1079,170583,287461,0.6325,-64188
11,2020,16,Mahmad Sohail Sahil,JAPL,Other,917,170583,287461,0.5376,-64350
12,2020,1,SHAMIM AHMAD,RJD,MGB,85562,183251,287950,46.6912,27791
12,2020,2,SHYAM BIHARI PRASAD,JD(U),NDA,57771,183251,287950,31.5256,-27791
12,2020,3,SONU KUMAR,LJP,Other,20494,183251,287950,11.1836,-65068
12,2020,4,SURESH PRASAD YADAV,IND,Other,6149,183251,287950,3.3555,-79413
12,2020,5,NOTA,NOTA,Other,4936,183251,287950,2.6936,-80626
12,2020,6,SANJAY KUMAR,IND,Other,2104,183251,287950,1.1482,-83458
12,2020,7,VIDYANAND PRASAD,IND,Other,1706,183251,287950,0.9310,-83856
12,2020,8,OM PRAKASH GUPTA,JDR,Other,988,183251,287950,0.5392,-84574
12,2020,9,MOHAMMAD TAIYAB,IND,Other,968,183251,287950,0.5282,-84594
12,2020,10,ASHARFI PANDIT,PSS,Other,878,183251,287950,0.4791,-84684
12,2020,11,RAVI SHANKAR RAVI,JAPL,Other,610,183251,287950,0.3329,-84952
12,2020,12,RAJ KISHOR KUMAR,LKSHPLK,Other,398,183251,287950,0.2172,-85164
12,2020,13,MANISH KUMAR,IND,Other,388,183251,287950,0.2117,-85174
12,2020,14,UMASHANKAR PRASAD,IND,Other,299,183251,287950,0.1632,-85263
13,2020,1,Krishnanandan Paswan,BJP,NDA,84615,170205,267915,49.7136,15685
13,2020,2,Kumar Nagendra Bihari,RJD,MGB,68930,170205,267915,40.4982,-15685
13,2020,3,Ramesh Kumar,RLSP,GDSF,10523,170205,267915,6.1825,-74092
13,2020,4,NOTA,NOTA,Other,2938,170205,267915,1.7262,-81677
13,2020,5,Dinesh Kumar Chaudhary,IND,Other,1674,170205,267915,0.9835,-82941
13,2020,6,Jagdish Ram,IND,Other,617,170205,267915,0.3625,-83998
13,2020,7,Sunil Kumar,NCP,Other,533,170205,267915,0.3132,-84082
13,2020,8,Satya Prakash,PPID,Other,375,170205,267915,0.2203,-84240
14,2020,1,SUNIL MANI TIWARI,BJP,NDA,65544,151652,267510,43.2200,27924
14,2020,2,BRAJESH KUMAR,INC,MGB,37620,151652,267510,24.8068,-27924
14,2020,3,RAJU TIWARI,LJP,Other,31300,151652,267510,20.6394,-34244
14,2020,4,SARVESH KUMAR TIWARI,IND,Other,3301,151652,267510,2.1767,-62243
14,2020,5,VISWANATH PRASAD,BSP,GDSF,3250,151652,267510,2.1431,-62294
14,2020,6,NOTA,NOTA,Other,3002,151652,267510,1.9795,-62542
14,2020,7,RANJAY RAI,IND,Other,1990,151652,267510,1.3122,-63554
14,2020,8,VIPIN KANT TIWARI,IND,Other,1626,151652,267510,1.0722,-63918
14,2020,9,PAPPU GIRI,YKP,Other,1616,151652,267510,1.0656,-63928
14,2020,10,YUVRAJ PANDEY,IND,Other,1404,151652,267510,0.9258,-64140
14,2020,11,ASHOK SINGH,IND,Other,518,151652,267510,0.3416,-65026
14,2020,12,MANORANJAN KUMAR MISHRA,TPLRSP,Other,481,151652,267510,0.3172,-65063
15,2020,1,Shalini Mishra,JD(U),NDA,40219,151279,267733,26.5860,9227
15,2020,2,Santosh Kushwha,RJD,MGB,30992,151279,267733,20.4867,-9227
15,2020,3,Ram Sharn Prasad Yadav,LJP,Other,18904,151279,267733,12.4961,-21315
15,2020,4,Maheshwar Singh,RLSP,GDSF,18576,151279,267733,12.2793,-21643
15,2020,5,Dr. Rajesh Kumar,IND,Other,17729,151279,267733,11.7194,-22490
15,2020,6,Rajanish Kumar Pathak,JAPL,Other,7217,151279,267733,4.7707,-33002
15,2020,7,Ravindra Kumar Berwar,IND,Other,3635,151279,267733,2.4028,-36584
